,sentence_text,tokens,profession,g,profession_first_index,g_first_index,predicted gender,stereotype,distance,num_of_pronouns,corpus,data_index
58,"The first one is denoted as ! ( , , ) , how agent fulfill her necessities when she nears a static point , we can say this as attraction points located in 2-dimensional , .","['The', 'first', 'one', 'is', 'denoted', 'as', '!', '(', ',', ',', ')', ',', 'how', 'agent', 'fulfill', 'her', 'necessities', 'when', 'she', 'nears', 'a', 'static', 'point', ',', 'we', 'can', 'say', 'this', 'as', 'attraction', 'points', 'located', 'in', '2', '-', 'dimensional', ',', '.']",agent,her,13,15,female,1,2,2,covid19,17
59,"The analysis has shown how the supervisor uses Socratic questioning to help the student find her own focus , followed by a humorous refusal to provide solutions ( Fig. 1 ) .","['The', 'analysis', 'has', 'shown', 'how', 'the', 'supervisor', 'uses', 'Socratic', 'questioning', 'to', 'help', 'the', 'student', 'find', 'her', 'own', 'focus', ',', 'followed', 'by', 'a', 'humorous', 'refusal', 'to', 'provide', 'solutions', '(', 'Fig', '.', '1', ')', '.']",student,her,13,15,female,1,2,1,covid19,17
60,"By explaining her own experience , the student claims epistemic primacy ( Ekberg and LeCouteur 2015 ) , which may put the supervisor in an awkward position .","['By', 'explaining', 'her', 'own', 'experience', ',', 'the', 'student', 'claims', 'epistemic', 'primacy', '(', 'Ekberg', 'and', 'LeCouteur', '2015', ')', ',', 'which', 'may', 'put', 'the', 'supervisor', 'in', 'an', 'awkward', 'position', '.']",student,her,7,2,female,1,5,1,covid19,17
61,"Earlier , the student recounted her experience of reading so much that it had left her ' confused ' .","['Earlier', ',', 'the', 'student', 'recounted', 'her', 'experience', 'of', 'reading', 'so', 'much', 'that', 'it', 'had', 'left', 'her', ""'"", 'confused', ""'"", '.']",student,her,3,5,female,1,2,2,covid19,17
62,""" The instructor was very pleasant and did not lose her cool when many others were being rude and disruptive in class . And asking the disruptive and rude people to leave nicely was good enough for me .","['""', 'The', 'instructor', 'was', 'very', 'pleasant', 'and', 'did', 'not', 'lose', 'her', 'cool', 'when', 'many', 'others', 'were', 'being', 'rude', 'and', 'disruptive', 'in', 'class', '.', 'And', 'asking', 'the', 'disruptive', 'and', 'rude', 'people', 'to', 'leave', 'nicely', 'was', 'good', 'enough', 'for', 'me', '.']",instructor,her,2,10,female,1,8,1,covid19,17
63,"Self-contact is defined as one person contacting her own susceptible tissues-the eyes , nostrils , and/or mouth-with fomites , for example , her own body part or an object .","['Self', '-', 'contact', 'is', 'defined', 'as', 'one', 'person', 'contacting', 'her', 'own', 'susceptible', 'tissues', '-', 'the', 'eyes', ',', 'nostrils', ',', 'and/or', 'mouth', '-', 'with', 'fomites', ',', 'for', 'example', ',', 'her', 'own', 'body', 'part', 'or', 'an', 'object', '.']",person,her,7,9,female,1,2,2,covid19,17
64,The most sociable student spent 34 % of her indoor time in close contact .,"['The', 'most', 'sociable', 'student', 'spent', '34', '%', 'of', 'her', 'indoor', 'time', 'in', 'close', 'contact', '.']",student,her,3,8,female,1,5,1,covid19,17
65,The author also demonstrates her concern about the low number of bacterial infections cases related to patients with Sars-Cov-2 .,"['The', 'author', 'also', 'demonstrates', 'her', 'concern', 'about', 'the', 'low', 'number', 'of', 'bacterial', 'infections', 'cases', 'related', 'to', 'patients', 'with', 'Sars', '-', 'Cov-2', '.']",author,her,1,4,female,1,3,1,covid19,17
66,"If the specialist has updated her knowledge over time , then this transformation can be expressed with the help of morphisms from a GGS to itself .","['If', 'the', 'specialist', 'has', 'updated', 'her', 'knowledge', 'over', 'time', ',', 'then', 'this', 'transformation', 'can', 'be', 'expressed', 'with', 'the', 'help', 'of', 'morphisms', 'from', 'a', 'GGS', 'to', 'itself', '.']",specialist,her,2,5,female,1,3,1,covid19,17
67,"One participant appreciated having the same nurse administer her chemotherapy , a consistent presence even if family could not be there .","['One', 'participant', 'appreciated', 'having', 'the', 'same', 'nurse', 'administer', 'her', 'chemotherapy', ',', 'a', 'consistent', 'presence', 'even', 'if', 'family', 'could', 'not', 'be', 'there', '.']",nurse,her,6,8,female,1,2,1,covid19,17
68,This instrument represents each dimension graphically with a rating scale placed just below the graphical representation of each dimension so that a person can self-assess her affective reaction in terms of that dimension ( see Fig. 1 ) .,"['This', 'instrument', 'represents', 'each', 'dimension', 'graphically', 'with', 'a', 'rating', 'scale', 'placed', 'just', 'below', 'the', 'graphical', 'representation', 'of', 'each', 'dimension', 'so', 'that', 'a', 'person', 'can', 'self', '-', 'assess', 'her', 'affective', 'reaction', 'in', 'terms', 'of', 'that', 'dimension', '(', 'see', 'Fig', '.', '1', ')', '.']",person,her,22,27,female,1,3,1,covid19,17
69,"The primary nurse repeated her request once again , but this time implicitly with a rising intonation , implying a request , /HURRY↑/ ( line 20 ) .","['The', 'primary', 'nurse', 'repeated', 'her', 'request', 'once', 'again', ',', 'but', 'this', 'time', 'implicitly', 'with', 'a', 'rising', 'intonation', ',', 'implying', 'a', 'request', ',', '/HURRY↑/', '(', 'line', '20', ')', '.']",nurse,her,2,4,female,1,2,1,covid19,17
70,"Despite the attention and focus on planning , many studies have found that hospitals are ill prepared to appropriately manage extended disasters.12 The author completed her doctoral program capstone project on NICU Disaster Preparedness .","['Despite', 'the', 'attention', 'and', 'focus', 'on', 'planning', ',', 'many', 'studies', 'have', 'found', 'that', 'hospitals', 'are', 'ill', 'prepared', 'to', 'appropriately', 'manage', 'extended', 'disasters.12', 'The', 'author', 'completed', 'her', 'doctoral', 'program', 'capstone', 'project', 'on', 'NICU', 'Disaster', 'Preparedness', '.']",author,her,23,25,female,1,2,1,covid19,17
71,The nurse rubbed her hands with alcohol based hand rub ( ABHR ) before and after suctioning .,"['The', 'nurse', 'rubbed', 'her', 'hands', 'with', 'alcohol', 'based', 'hand', 'rub', '(', 'ABHR', ')', 'before', 'and', 'after', 'suctioning', '.']",nurse,her,1,3,female,1,2,1,covid19,17
72,This teacher taught students with social and emotional disabilities and focused her global learning lesson plan on empathybuilding .,"['This', 'teacher', 'taught', 'students', 'with', 'social', 'and', 'emotional', 'disabilities', 'and', 'focused', 'her', 'global', 'learning', 'lesson', 'plan', 'on', 'empathybuilding', '.']",teacher,her,1,11,female,1,10,1,covid19,17
73,It is worth noting that the author received her mindfulness training and had a longstanding mediation practice before experiencing a stroke .,"['It', 'is', 'worth', 'noting', 'that', 'the', 'author', 'received', 'her', 'mindfulness', 'training', 'and', 'had', 'a', 'longstanding', 'mediation', 'practice', 'before', 'experiencing', 'a', 'stroke', '.']",author,her,6,8,female,1,2,1,covid19,17
74,"However , despite these policies , every author of this paper has hit her individual breaking point at least once during this crisis .","['However', ',', 'despite', 'these', 'policies', ',', 'every', 'author', 'of', 'this', 'paper', 'has', 'hit', 'her', 'individual', 'breaking', 'point', 'at', 'least', 'once', 'during', 'this', 'crisis', '.']",author,her,7,13,female,1,6,1,covid19,17
75,The nurse was discharged after her RT-PCR became negative and isolated at home for another 14 days before resuming her work at the private hospital .,"['The', 'nurse', 'was', 'discharged', 'after', 'her', 'RT', '-', 'PCR', 'became', 'negative', 'and', 'isolated', 'at', 'home', 'for', 'another', '14', 'days', 'before', 'resuming', 'her', 'work', 'at', 'the', 'private', 'hospital', '.']",nurse,her,1,21,female,1,18,2,covid19,17
76,A medical student living in Europe e-mailed photographs of her 62-year-old mother to one of the authors .,"['A', 'medical', 'student', 'living', 'in', 'Europe', 'e', '-', 'mailed', 'photographs', 'of', 'her', '62', '-', 'year', '-', 'old', 'mother', 'to', 'one', 'of', 'the', 'authors', '.']",student,her,2,11,female,1,7,1,covid19,17
77,Counselor continues her sessions of supportive therapy for him and his wife .,"['Counselor', 'continues', 'her', 'sessions', 'of', 'supportive', 'therapy', 'for', 'him', 'and', 'his', 'wife', '.']",Counselor,her,0,2,female,1,2,3,covid19,17
78,She is a living example of a person who is not afraid to pursue her dreams tirelessly .,"['She', 'is', 'a', 'living', 'example', 'of', 'a', 'person', 'who', 'is', 'not', 'afraid', 'to', 'pursue', 'her', 'dreams', 'tirelessly', '.']",person,her,7,14,female,1,7,2,covid19,17
79,"If I ( the author ) were to sum up her story , it would be in the following words : We can all be stars , can be happy , and can be successful .","['If', 'I', '(', 'the', 'author', ')', 'were', 'to', 'sum', 'up', 'her', 'story', ',', 'it', 'would', 'be', 'in', 'the', 'following', 'words', ':', 'We', 'can', 'all', 'be', 'stars', ',', 'can', 'be', 'happy', ',', 'and', 'can', 'be', 'successful', '.']",author,her,4,10,female,1,6,1,covid19,17
80,One interviewee described the case of a student that could not maintain her housing and basic expenses without working long hours at her job .,"['One', 'interviewee', 'described', 'the', 'case', 'of', 'a', 'student', 'that', 'could', 'not', 'maintain', 'her', 'housing', 'and', 'basic', 'expenses', 'without', 'working', 'long', 'hours', 'at', 'her', 'job', '.']",student,her,7,12,female,1,5,2,covid19,17
81,"One student , Giorgia , describes her way of grappling with time , which is rather different from the students we have discussed so far .","['One', 'student', ',', 'Giorgia', ',', 'describes', 'her', 'way', 'of', 'grappling', 'with', 'time', ',', 'which', 'is', 'rather', 'different', 'from', 'the', 'students', 'we', 'have', 'discussed', 'so', 'far', '.']",student,her,1,6,female,1,5,1,covid19,17
82,""" Certainly , "" says the cashier cheerfully , taking off her mask . "" What would you like ? "" You order the mcrib .","['""', 'Certainly', ',', '""', 'says', 'the', 'cashier', 'cheerfully', ',', 'taking', 'off', 'her', 'mask', '.', '""', 'What', 'would', 'you', 'like', '?', '""', 'You', 'order', 'the', 'mcrib', '.']",cashier,her,6,11,female,1,5,1,covid19,17
83,This article explores a face-to-face supervision meeting with a media student planning her undergraduate dissertation .,"['This', 'article', 'explores', 'a', 'face', '-', 'to', '-', 'face', 'supervision', 'meeting', 'with', 'a', 'media', 'student', 'planning', 'her', 'undergraduate', 'dissertation', '.']",student,her,14,16,female,1,2,1,covid19,17
84,"For example , one student met her colleague virtually to practice her teaching , checking to see if the sounds or visual materials were appropriately delivered online .","['For', 'example', ',', 'one', 'student', 'met', 'her', 'colleague', 'virtually', 'to', 'practice', 'her', 'teaching', ',', 'checking', 'to', 'see', 'if', 'the', 'sounds', 'or', 'visual', 'materials', 'were', 'appropriately', 'delivered', 'online', '.']",student,her,4,6,female,1,2,2,covid19,17
85,Agent i 's distancing strategy specifies her likelihood of distancing herself at each time t in each information state .,"['Agent', 'i', ""'s"", 'distancing', 'strategy', 'specifies', 'her', 'likelihood', 'of', 'distancing', 'herself', 'at', 'each', 'time', 't', 'in', 'each', 'information', 'state', '.']",Agent,her,0,6,female,1,6,2,covid19,17
86,"On May 1 , 2003 , a head nurse from one of the closed hospitals died of SARS in our hospital and became the first nurse who lost her life in caring for SARS patients .","['On', 'May', '1', ',', '2003', ',', 'a', 'head', 'nurse', 'from', 'one', 'of', 'the', 'closed', 'hospitals', 'died', 'of', 'SARS', 'in', 'our', 'hospital', 'and', 'became', 'the', 'first', 'nurse', 'who', 'lost', 'her', 'life', 'in', 'caring', 'for', 'SARS', 'patients', '.']",nurse,her,25,28,female,1,3,1,covid19,17
87,"Although , current knowledge and therapeutic options in HIES are limited and with variable success , anti-IgE monoclonal therapy for allergic manifestations seems to be an effective and safe therapeutical alternative , even more as a steroid sparing agent considering her HCV infection .","['Although', ',', 'current', 'knowledge', 'and', 'therapeutic', 'options', 'in', 'HIES', 'are', 'limited', 'and', 'with', 'variable', 'success', ',', 'anti', '-', 'IgE', 'monoclonal', 'therapy', 'for', 'allergic', 'manifestations', 'seems', 'to', 'be', 'an', 'effective', 'and', 'safe', 'therapeutical', 'alternative', ',', 'even', 'more', 'as', 'a', 'steroid', 'sparing', 'agent', 'considering', 'her', 'HCV', 'infection', '.']",agent,her,40,42,female,1,2,1,covid19,17
88,"The author conveys her concerns about the series of unjust atrocities committed against African Americans during the coronavirus disease 2019 ( COVID-19 ) pandemic Topics mentioned include how White privilege is a barrier to supporting Black people , pattern of White people weaponizing authorities against Black people , and the disproportionate number of Black deaths from COVID-19","['The', 'author', 'conveys', 'her', 'concerns', 'about', 'the', 'series', 'of', 'unjust', 'atrocities', 'committed', 'against', 'African', 'Americans', 'during', 'the', 'coronavirus', 'disease', '2019', '(', 'COVID-19', ')', 'pandemic', 'Topics', 'mentioned', 'include', 'how', 'White', 'privilege', 'is', 'a', 'barrier', 'to', 'supporting', 'Black', 'people', ',', 'pattern', 'of', 'White', 'people', 'weaponizing', 'authorities', 'against', 'Black', 'people', ',', 'and', 'the', 'disproportionate', 'number', 'of', 'Black', 'deaths', 'from', 'COVID-19']",author,her,1,3,female,1,2,1,covid19,17
89,"The author acknowledges her gratitude to the anonymous reviewers for their valuable suggestions and Dr. P K Solanki and Dr. Komal Patel for providing the details of respiratory disorder cases reported at Government Civil Hospital , Sola in Ahmedabad for this study .","['The', 'author', 'acknowledges', 'her', 'gratitude', 'to', 'the', 'anonymous', 'reviewers', 'for', 'their', 'valuable', 'suggestions', 'and', 'Dr.', 'P', 'K', 'Solanki', 'and', 'Dr.', 'Komal', 'Patel', 'for', 'providing', 'the', 'details', 'of', 'respiratory', 'disorder', 'cases', 'reported', 'at', 'Government', 'Civil', 'Hospital', ',', 'Sola', 'in', 'Ahmedabad', 'for', 'this', 'study', '.']",author,her,1,3,female,1,2,1,covid19,17
90,"The relative informality level of the infectious agent 's home district ( relative to the most formal district ) is denoted j i w and is obtained from the observed level of informality per district F in , that an agent will reduce her interactions to household members only .","['The', 'relative', 'informality', 'level', 'of', 'the', 'infectious', 'agent', ""'s"", 'home', 'district', '(', 'relative', 'to', 'the', 'most', 'formal', 'district', ')', 'is', 'denoted', 'j', 'i', 'w', 'and', 'is', 'obtained', 'from', 'the', 'observed', 'level', 'of', 'informality', 'per', 'district', 'F', 'in', ',', 'that', 'an', 'agent', 'will', 'reduce', 'her', 'interactions', 'to', 'household', 'members', 'only', '.']",agent,her,40,43,female,1,3,1,covid19,17
